"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"18168","LOPUP","Lobelia puberula var. pauciflora","USA (LA, TX)","Dicot","Forb/herb","","","","",""
"18169","LOPUP2","Lobelia puberula var. puberula","USA (AL, AR, DC, DE, FL, GA, LA, MD, MO, MS, NC, NJ, OK, PA, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"18170","LOPUS","Lobelia puberula var. simulans","USA (AL, FL, GA, IL, IN, KY, LA, MD, MS, NC, OH, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"18171","LORE3","Lobelia remyi","USA (HI)","Dicot","Forb/herb","","","","",""
"18172","LORO5","Lobelia ×rogersii","USA (AL, FL, MS)","Dicot","Forb/herb","","","","",""
"18173","LOSI","Lobelia siphilitica","USA (AL, AR, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, ON)","Dicot","Forb/herb","","","","",""
"18174","LOSIL","Lobelia siphilitica var. ludoviciana","USA (AR, CO, IA, IL, KS, LA, MN, MO, MS, ND, NE, OK, SD, TX, WI, WY), CAN (MB)","Dicot","Forb/herb","","","","",""
"18175","LOSIS2","Lobelia siphilitica var. siphilitica","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, SC, SD, TN, VA, VT, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"18176","LOSP2","Lobelia ×speciosa","USA (CO, IL, IN, KS, MO, OK), CAN (ON)","Dicot","Forb/herb","","","","",""
"18177","LOSPO","Lobelia ×speciosa var. occidentalis","USA (CO, KS, OK)","Dicot","Forb/herb","","","","",""
"18178","LOSPS2","Lobelia ×speciosa var. schneckii","USA (IL, MO), CAN (ON)","Dicot","Forb/herb","","","","",""
"18179","LOSPS3","Lobelia ×speciosa var. speciosa","USA (IL, IN, MO)","Dicot","Forb/herb","","","","",""
"18180","LOSP","Lobelia spicata","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (AB, MB, NB, NS, ON, PE, QC, SK)","Dicot","Forb/herb","","","","",""
"18181","LOSPC","Lobelia spicata var. campanulata","USA (CT, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NH, NJ, NY, OH, PA, RI, WI, WV), CAN (MB, ON, QC)","Dicot","Forb/herb","","","","",""
"18182","LOSPH","Lobelia spicata var. hirtella","USA (AR, IA, IL, IN, KS, ME, MI, MN, MO, MT, ND, NE, NH, NY, SD, VT, WI), CAN (AB, MB, ON, QC, SK)","Dicot","Forb/herb","","","","",""
"18183","LOSPL","Lobelia spicata var. leptostachys","USA (AL, AR, GA, IA, IL, IN, KS, KY, LA, MO, MS, NC, OH, OK, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"18184","LOSPS","Lobelia spicata var. scaposa","USA (DC, KY, LA, MD, MS, NC, PA, SC, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"18185","LOSPS4","Lobelia spicata var. spicata","USA (AL, AR, CT, DE, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Forb/herb","","","","",""
"18186","LOVI3","Lobelia villosa","USA (HI)","Dicot","Shrub","","","","",""
"18187","LOYU","Lobelia yuccoides","USA (HI)","Dicot","Subshrub, Shrub, Forb/herb","","","","",""
"18188","LOBUL","Lobularia","USA (AZ, CA, CO, CT, DC, FL, HI, IA, ID, IL, IN, KS, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NJ, NM, NV, NY, OH, OR, PA, RI, TX, UM, UT, VA, VT, WA, WI, WV, WY), CAN (BC, ON, QC)","Dicot","","","","","",""
"18189","LOMA","Lobularia maritima","USA (AZ, CA, CO, CT, DC, FL, HI, IA, ID, IL, IN, KS, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NJ, NM, NV, NY, OH, OR, PA, RI, TX, UM, UT, VA, VT, WA, WI, WV, WY), CAN (BC, ON, QC)","Dicot","Forb/herb","","","","",""
"18190","LOEFL","Loeflingia","USA (AR, AZ, CA, KS, NE, NV, OK, OR, TX, UT, WA, WY)","Dicot","","","","","",""
"18191","LOSQ","Loeflingia squarrosa","USA (AR, AZ, CA, KS, NE, NV, OK, OR, TX, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"18192","LOSQA","Loeflingia squarrosa ssp. artemisiarum","USA (CA, OR, WY)","Dicot","Forb/herb","","","","",""
"18193","LOSQC","Loeflingia squarrosa ssp. cactorum","USA (AZ)","Dicot","Forb/herb","","","","",""
"18194","LOSQS","Loeflingia squarrosa ssp. squarrosa","USA (AR, AZ, CA, KS, NE, NV, OK, TX, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"18195","LOESE","Loeselia","USA (AZ, TX)","Dicot","","","","","",""
"18196","LOGL3","Loeselia glandulosa","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"18197","LOGR8","Loeselia greggii","USA (TX)","Dicot","Subshrub","","","","",""
"18198","LOESE2","Loeseliastrum","USA (AZ, CA, NV, TX, UT)","Dicot","","","","","",""
"18199","LODE8","Loeseliastrum depressum","USA (CA, NV, UT)","Dicot","Forb/herb","","","","",""
"18200","LOMA10","Loeseliastrum matthewsii","USA (CA, NV)","Dicot","Forb/herb","","","","",""
"18201","LOSC6","Loeseliastrum schottii","USA (AZ, CA, NV, TX, UT)","Dicot","Forb/herb","","","","",""
"18202","LOGFI2","Logfia","USA (AZ, CA, HI, ID, MA, MI, MN, MT, NE, NM, NV, NY, OR, PA, SD, TX, UT, WA, WY), CAN (BC, ON, SK)","Dicot","","","","","",""
"18203","LOAR12","Logfia arizonica","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"18204","LOAR5","Logfia arvensis","USA (ID, MI, MN, MT, NE, NY, OR, SD, TX, WA, WY), CAN (BC, ON, SK)","Dicot","Forb/herb","","","","",""
"18205","LOCA19","Logfia californica","USA (AZ, CA, NM, NV, TX, UT)","Dicot","Forb/herb","","","","",""
"18206","LODE9","Logfia depressa","USA (AZ, CA, NV)","Dicot","Forb/herb","","","","",""
"18207","LOGA2","Logfia gallica","USA (CA, HI, OR)","Dicot","Forb/herb","","","","",""
"18208","LOMI4","Logfia minima","USA (CA, MA, NY, OR, PA, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18209","LOISE","Loiseleuria","USA (AK, ME, NH, NY, WA), CAN (AB, BC, LB, MB, NF, NT, NU, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","","","","","",""
"18210","LOPR","Loiseleuria procumbens","USA (AK, ME, NH, NY, WA), CAN (AB, BC, LB, MB, NF, NT, NU, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Subshrub, Shrub","","","","",""
"18211","LOLIU","Lolium","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","","","","","",""
"18212","LOPE","Lolium perenne","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Yellow","Green","Fine","Brown","Erect"
"18213","LOPEM2","Lolium perenne ssp. multiflorum","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Yellow","Green","Fine","Brown","Erect"
"18214","LOPEP","Lolium perenne ssp. perenne","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","",""
"18215","LOPE2","Lolium persicum","USA (CO, MO, MT, ND, NY, WY), CAN (AB, BC, MB, ON, QC, SK)","Monocot","Graminoid","","","","",""
"18216","LORI","Lolium rigidum","USA (AZ, CA, LA, MO, MS, OR, TX), CAN (MB)","Monocot","Graminoid","Yellow","Green","Medium","Brown","Erect"
"18217","LOTE2","Lolium temulentum","USA (AK, AL, AR, AZ, CA, CT, DE, FL, GA, HI, IA, ID, IL, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WV, WY), CAN (AB, BC, MB, NB, NF, ON, QC, SK, YT)","Monocot","Graminoid","","","","",""
"18218","LOTET","Lolium temulentum ssp. temulentum","USA (AK, AL, AR, AZ, CA, CT, DE, FL, GA, HI, IA, ID, IL, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WV, WY), CAN (AB, BC, MB, NB, NF, ON, QC, SK, YT)","Monocot","Graminoid","","","","",""
"18219","LOMAR","Lomariopsis","USA (FL), USA+ (PR)","Fern","","","","","",""
"18220","LOKU","Lomariopsis kunzeana","USA (FL), USA+ (PR)","Fern","Vine, Forb/herb","","","","",""
"18221","LOMAT","Lomatium","USA (AZ, CA, CO, IA, ID, KS, MN, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK)","Dicot","","","","","",""
"18222","LOAM","Lomatium ambiguum","USA (ID, MT, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"18223","LOAT","Lomatium attenuatum","USA (MT, WY)","Dicot","Forb/herb","","","","",""
"18224","LOAU5","Lomatium austiniae","USA (CA, NV)","Dicot","Forb/herb","","","","",""
"18225","LOBE4","Lomatium bentonitum","USA (ID, OR)","Dicot","Forb/herb","","","","",""
"18226","LOBI","Lomatium bicolor","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"18227","LOBIB","Lomatium bicolor var. bicolor","USA (CO, ID, MT, UT, WY)","Dicot","Forb/herb","","","","",""
"18228","LOBIL","Lomatium bicolor var. leptocarpum","USA (AZ, CA, CO, ID, NV, OR, WA, WY)","Dicot","Forb/herb","","","","",""
"18229","LOBR","Lomatium bradshawii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18230","LOBR2","Lomatium brandegeei","USA (WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18231","LOBR9","Lomatium brunsfeldianum","USA (ID)","Dicot","Forb/herb","","","","",""
"18232","LOCA3","Lomatium californicum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18233","LOCA4","Lomatium canbyi","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","White","Green","Fine","Brown","Semi-Erect"
"18234","LOCA5","Lomatium caruifolium","USA (CA)","Dicot","Forb/herb","","","","",""
"18235","LOCAC","Lomatium caruifolium var. caruifolium","USA (CA)","Dicot","Forb/herb","","","","",""
"18236","LOCAD","Lomatium caruifolium var. denticulatum","USA (CA)","Dicot","Forb/herb","","","","",""
"18237","LOCI","Lomatium ciliolatum","USA (CA)","Dicot","Forb/herb","","","","",""
"18238","LOCO","Lomatium columbianum","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18239","LOCO2","Lomatium concinnum","USA (CO)","Dicot","Forb/herb","","","","",""
"18240","LOCO3","Lomatium congdonii","USA (CA)","Dicot","Forb/herb","","","","",""
"18241","LOCO8","Lomatium cookii","USA (OR)","Dicot","Forb/herb","","","","",""
"18242","LOCO4","Lomatium cous","USA (ID, MT, ND, NV, OR, SD, UT, WA, WY), CAN (AB, SK)","Dicot","Forb/herb","Yellow","Green","Fine","Brown","Semi-Erect"
"18243","LOCU","Lomatium cusickii","USA (ID, MT, OR, WA)","Dicot","Forb/herb","","","","",""
"18244","LOCU2","Lomatium cuspidatum","USA (WA)","Dicot","Forb/herb","","","","",""
"18245","LODA","Lomatium dasycarpum","USA (CA)","Dicot","Forb/herb","","","","",""
"18246","LODAD","Lomatium dasycarpum ssp. dasycarpum","USA (CA)","Dicot","Forb/herb","","","","",""
"18247","LODAT","Lomatium dasycarpum ssp. tomentosum","USA (CA)","Dicot","Forb/herb","","","","",""
"18248","LODI","Lomatium dissectum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, SK)","Dicot","Forb/herb","Purple","Green","Fine","Brown","Erect"
"18249","LODID2","Lomatium dissectum var. dissectum","USA (CA, ID, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18250","LODIM","Lomatium dissectum var. multifidum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, SK)","Dicot","Forb/herb","","","","",""
"18251","LODO2","Lomatium donnellii","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","","","","",""
"18252","LOEA","Lomatium eastwoodiae","USA (CO)","Dicot","Forb/herb","","","","",""
"18253","LOEN","Lomatium engelmannii","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18254","LOER2","Lomatium erythrocarpum","USA (OR)","Dicot","Forb/herb","","","","",""
"18255","LOFA","Lomatium farinosum","USA (ID, MT, OR, WA)","Dicot","Forb/herb","","","","",""
"18256","LOFAF","Lomatium farinosum var. farinosum","USA (ID, MT, WA)","Dicot","Forb/herb","","","","",""
"18257","LOFAH","Lomatium farinosum var. hambleniae","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18258","LOFO","Lomatium foeniculaceum","USA (AZ, CA, CO, IA, ID, KS, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WY), CAN (AB, BC, MB, SK)","Dicot","Forb/herb","","","","",""
"18259","LOFOD","Lomatium foeniculaceum ssp. daucifolium","USA (IA, KS, MO, NE, OK, TX)","Dicot","Forb/herb","","","","",""
"18260","LOFOF","Lomatium foeniculaceum ssp. fimbriatum","USA (CA, NV, OR, UT)","Dicot","Forb/herb","","","","",""
"18261","LOFOF2","Lomatium foeniculaceum ssp. foeniculaceum","USA (CO, IA, KS, MO, MT, ND, NE, OK, SD, TX, WY), CAN (AB, BC, MB, SK)","Dicot","Forb/herb","","","","",""
"18262","LOFOI","Lomatium foeniculaceum ssp. inyoense","USA (CA, ID, NV)","Dicot","Forb/herb","","","","",""
"18263","LOFOM","Lomatium foeniculaceum ssp. macdougalii","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WY)","Dicot","Forb/herb","","","","",""
"18264","LOGE2","Lomatium geyeri","USA (ID, MT, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18265","LOGO","Lomatium gormanii","USA (ID, OR, WA)","Dicot","Forb/herb","","","","",""
"18266","LOGR6","Lomatium graveolens","USA (ID, NV, UT, WY)","Dicot","Forb/herb","","","","",""
"18267","LOGRA","Lomatium graveolens var. alpinum","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"18268","LOGRG","Lomatium graveolens var. graveolens","USA (ID, UT, WY)","Dicot","Forb/herb","","","","",""
"18269","LOGR","Lomatium grayi","USA (CO, ID, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"18270","LOGRD","Lomatium grayi var. depauperatum","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"18271","LOGRG2","Lomatium grayi var. grayi","USA (CO, ID, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"18272","LOGR2","Lomatium greenmanii","USA (OR)","Dicot","Forb/herb","","","","",""
"18273","LOHA","Lomatium hallii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18274","LOHE2","Lomatium hendersonii","USA (CA, ID, NV, OR)","Dicot","Forb/herb","","","","",""
"18275","LOHO3","Lomatium hooveri","USA (CA)","Dicot","Forb/herb","","","","",""
"18276","LOHO","Lomatium howellii","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18277","LOID","Lomatium idahoense","USA (ID, OR)","Dicot","Forb/herb","","","","",""
"18278","LOIN2","Lomatium insulare","USA (CA)","Dicot","Forb/herb","","","","",""
"18279","LOJU3","Lomatium junceum","USA (UT)","Dicot","Forb/herb","","","","",""
"18280","LOJU","Lomatium juniperinum","USA (CO, UT, WY)","Dicot","Forb/herb","","","","",""
"18281","LOKN","Lomatium knokei","USA (WA)","Dicot","Forb/herb","","","","",""
"18282","LOLA3","Lomatium laevigatum","USA (OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"18283","LOLA4","Lomatium latilobum","USA (CO, UT)","Dicot","Forb/herb","","","","",""
"18284","LOLU","Lomatium lucidum","USA (CA)","Dicot","Forb/herb","","","","",""
"18285","LOMA3","Lomatium macrocarpum","USA (CA, CO, ID, MT, ND, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, SK)","Dicot","Forb/herb","White","Gray-Green","Fine","Brown","Prostrate"
"18286","LOMA4","Lomatium marginatum","USA (CA)","Dicot","Forb/herb","","","","",""
"18287","LOMAM","Lomatium marginatum var. marginatum","USA (CA)","Dicot","Forb/herb","","","","",""
"18288","LOMAP","Lomatium marginatum var. purpureum","USA (CA)","Dicot","Forb/herb","","","","",""
"18289","LOMA5","Lomatium martindalei","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18290","LOMI2","Lomatium minimum","USA (UT)","Dicot","Forb/herb","","","","",""
"18291","LOMI3","Lomatium minus","USA (OR)","Dicot","Forb/herb","","","","",""
"18292","LOMO","Lomatium mohavense","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"18293","LOMOL","Lomatium mohavense ssp. longilobum","USA (CA)","Dicot","Forb/herb","","","","",""
"18294","LOMOM","Lomatium mohavense ssp. mohavense","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"18295","LONE","Lomatium nevadense","USA (AZ, CA, NM, NV, OR, UT)","Dicot","Forb/herb","","","","",""
"18296","LONEN","Lomatium nevadense var. nevadense","USA (AZ, CA, NM, NV, OR, UT)","Dicot","Forb/herb","","","","",""
"18297","LONEP","Lomatium nevadense var. parishii","USA (AZ, CA, NM, NV, UT)","Dicot","Forb/herb","","","","",""
"18298","LONU2","Lomatium nudicaule","USA (CA, ID, NV, OR, UT, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18299","LONU3","Lomatium nuttallii","USA (CO, MT, NE, NM, SD, WY)","Dicot","Forb/herb","","","","",""
"18300","LOOB3","Lomatium observatorium","USA (CA)","Dicot","Forb/herb","","","","",""
"18301","LOOC2","Lomatium ochocense","USA (OR)","Dicot","Forb/herb","","","","",""
"18302","LOOR3","Lomatium oreganum","USA (OR)","Dicot","Forb/herb","","","","",""
"18303","LOOR","Lomatium orientale","USA (AZ, CO, IA, ID, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, UT, WA, WY), CAN (MB, SK)","Dicot","Forb/herb","","","","",""
"18304","LOPA5","Lomatium packardiae","USA (ID, NV, OR)","Dicot","Forb/herb","","","","",""
"18305","LOPA","Lomatium parryi","USA (AZ, CA, NV, UT)","Dicot","Forb/herb","","","","",""
"18306","LOPA2","Lomatium parvifolium","USA (CA)","Dicot","Forb/herb","","","","",""
"18307","LOPA9","Lomatium pastorale","USA (OR)","Dicot","Forb/herb","","","","",""
"18308","LOPE3","Lomatium peckianum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18309","LOPI","Lomatium piperi","USA (CA, ID, OR, WA)","Dicot","Forb/herb","","","","",""
"18310","LOQU2","Lomatium quintuplex","USA (WA)","Dicot","Forb/herb","","","","",""
"18311","LORA","Lomatium ravenii","USA (CA, NV, OR, UT)","Dicot","Forb/herb","","","","",""
"18312","LORE2","Lomatium repostum","USA (CA)","Dicot","Forb/herb","","","","",""
"18313","LORI2","Lomatium rigidum","USA (CA)","Dicot","Forb/herb","","","","",""
"18314","LORO2","Lomatium rollinsii","USA (ID, OR, WA)","Dicot","Forb/herb","","","","",""
"18315","LORO7","Lomatium roseanum","USA (NV, OR)","Dicot","Forb/herb","","","","",""
"18316","LOSA2","Lomatium salmoniflorum","USA (ID, OR, WA)","Dicot","Forb/herb","","","","",""
"18317","LOSA3","Lomatium sandbergii","USA (ID, MT), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18318","LOSC3","Lomatium scabrum","USA (AZ, NV, UT)","Dicot","Forb/herb","","","","",""
"18319","LOSCS","Lomatium scabrum var. scabrum","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"18320","LOSCT","Lomatium scabrum var. tripinnatum","USA (AZ, NV, UT)","Dicot","Forb/herb","","","","",""
"18321","LOSE2","Lomatium serpentinum","USA (ID, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"18322","LOSH","Lomatium shevockii","USA (CA)","Dicot","Forb/herb","","","","",""
"18323","LOSI2","Lomatium simplex","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18324","LOSIL2","Lomatium simplex var. leptophyllum","USA (ID, MT, OR, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18325","LOSIS","Lomatium simplex var. simplex","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"18326","LOST5","Lomatium stebbinsii","USA (CA)","Dicot","Forb/herb","","","","",""
"18327","LOSU4","Lomatium suksdorfii","USA (OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"18328","LOTA3","Lomatium tamanitchii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18329","LOTA4","Lomatium tarantuloides","USA (OR)","Dicot","Forb/herb","","","","",""
"18330","LOTH","Lomatium thompsonii","USA (WA)","Dicot","Forb/herb","","","","",""
"18331","LOTO2","Lomatium torreyi","USA (CA)","Dicot","Forb/herb","","","","",""
"18332","LOTR","Lomatium tracyi","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18333","LOTR2","Lomatium triternatum","USA (CA, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","Yellow","Green","Fine","Brown","Erect"
"18334","LOTRA","Lomatium triternatum var. anomalum","USA (ID, MT, OR, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"18335","LOTRB","Lomatium triternatum var. brevifolium","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18336","LOTRM","Lomatium triternatum var. macrocarpum","USA (CA, ID, NV, OR, WA), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18337","LOTRT","Lomatium triternatum var. triternatum","USA (CA, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18338","LOTU","Lomatium tuberosum","USA (WA)","Dicot","Forb/herb","","","","",""
"18339","LOUT","Lomatium utriculatum","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"18340","LOVA","Lomatium vaginatum","USA (CA, NV, OR)","Dicot","Forb/herb","","","","",""
"18341","LOWA","Lomatium watsonii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"18342","LOMAT2","Lomatogonium","USA (AK, CO, ID, ME, MT, NM, UT, WY), CAN (AB, BC, LB, MB, NB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)","Dicot","","","","","",""
"18343","LORO","Lomatogonium rotatum","USA (AK, CO, ID, ME, MT, NM, UT, WY), CAN (AB, BC, LB, MB, NB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)","Dicot","Forb/herb","","","","",""
"18344","LONCH","Lonchocarpus","USA (FL), USA+ (PR)","Dicot","","","","","",""
"18345","LOPU4","Lonchocarpus punctatus","USA (FL)","Dicot","Tree","","","","",""
"18346","LONIC","Lonicera","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)","Dicot","","","","","",""
"18347","LOAL","Lonicera albiflora","USA (AR, AZ, NM, OK, TX)","Dicot","Vine, Shrub","","","","",""
"18348","LOAR","Lonicera arizonica","USA (AZ, NM, TX, UT)","Dicot","Vine, Shrub","","","","",""
"18349","LOBE","Lonicera ×bella","USA (CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NM, NY, OH, PA, RI, SC, VA, VT, WA, WI, WY), CAN (NB, ON, QC, SK)","Dicot","Shrub","","","","",""
