"Accepted Symbol","Synonym Symbol","Scientific Name","State and Province","Category","Growth Habit","Image Gallery","Characteristics Data","Flower Color","Foliage Color","Foliage Texture","Fruit Color","Shape and Orientation"
"CAPS4","","Carex ×pseudohelvola","USA (ME), CAN (LB, NB, NF, QC)","Monocot","Graminoid","","","","","","",""
"CAPU32","","Carex pumila","USA (NC, OR)","Monocot","Graminoid","","","","","","",""
"CAPU12","","Carex purpurifera","USA (AL, GA, KY, NC, OH, TN, VA)","Monocot","Graminoid","","","","","","",""
"CAPY3","","Carex pyrenaica","USA (AK, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, NT, YT)","Monocot","Graminoid","Photo","","","","","",""
"CAPYM","","Carex pyrenaica ssp. micropoda","USA (AK, NM), CAN (AB, BC, NT, YT)","Monocot","Graminoid","","","","","","",""
"CAPYP","","Carex pyrenaica ssp. pyrenaica","USA (AK, CA, CO, ID, MT, NV, OR, UT, WA, WY)","Monocot","Graminoid","Photo","","","","","",""
"CARA20","","Carex radfordii","USA (GA, NC, SC)","Monocot","Graminoid","","","","","","",""
"CARA8","","Carex radiata","USA (AL, AR, CT, DC, DE, GA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, QC)","Monocot","Graminoid","","","","","","",""
"CARA4","","Carex ramenskii","USA (AK)","Monocot","Graminoid","","Yes","","Green","","","Erect"
"CARA5","","Carex rariflora","USA (AK, ME), CAN (LB, MB, NB, NF, NS, NT, NU, ON, QC, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CARAR2","","Carex rariflora var. rariflora","USA (AK, ME), CAN (LB, MB, NB, NF, NS, NT, NU, ON, QC, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CARA9","","Carex raymondii","USA (AK)","Monocot","Graminoid","","","","","","",""
"CARA6","","Carex raynoldsii","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC, SK, YT)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CARE14","","Carex recta","USA (ME, NH), CAN (LB, MB, NB, NF, NS, NT, NU, ON, PE, QC), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CARE17","","Carex reniformis","USA (AL, AR, FL, GA, IL, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)","Monocot","Graminoid","","","","","","",""
"CARE9","","Carex retroflexa","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CARE4","","Carex retrorsa","USA (CO, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","Graminoid","Photo","","","","","",""
"CARE18","","Carex reznicekii","USA (AL, AR, CT, DC, DE, GA, KY, MD, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, VA)","Monocot","Graminoid","","","","","","",""
"CARI","","Carex richardsonii","USA (IA, IL, IN, MD, MI, MN, ND, NY, OH, PA, SD, VT, WI, WY), CAN (AB, BC, MB, NT, ON, QC, SK)","Monocot","Graminoid","","","","","","",""
"CARO10","","Carex roanensis","USA (GA, KY, NC, TN, VA, WV)","Monocot","Graminoid","","","","","","",""
"CARO22","","Carex rosea","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, NS, ON, QC)","Monocot","Graminoid","","","","","","",""
"CARO5","","Carex rossii","USA (AK, AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NT, ON, SK, YT)","Monocot","Graminoid","Photo","Yes","Green","Green","Coarse","Brown","Semi-Erect"
"CARO6","","Carex rostrata","USA (AK, ID, IL, MI, MN, MT, NJ, NY, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL)","Monocot","Graminoid","Photo","Yes","Brown","Green","Medium","Brown","Erect"
"CARO7","","Carex rotundata","USA (AK), CAN (LB, MB, NT, NU, QC, YT)","Monocot","Graminoid","","","","","","",""
"CARU3","","Carex rupestris","USA (AK, CO, ID, MT, NM, SD, UT, WY), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, YT), DEN (GL)","Monocot","Graminoid","Photo","","","","","",""
"CARUD","","Carex rupestris var. drummondiana","USA (AK, CO, ID, MT, NM, SD, UT, WY), CAN (AB, BC, NT)","Monocot","Graminoid","","","","","","",""
"CARUR","","Carex rupestris var. rupestris","USA (AK), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
"CARU6","","Carex ruthii","USA (GA, NC, SC, TN, VA)","Monocot","Graminoid","","","","","","",""
"CASA5","","Carex sabulosa","USA (AK), CAN (YT)","Monocot","Graminoid","","","","","","",""
"CASA6","","Carex saliniformis","USA (CA)","Monocot","Graminoid","","","","","","",""
"CASA7","","Carex sartwelliana","USA (CA)","Monocot","Graminoid","","","","","","",""
"CASA8","","Carex sartwellii","USA (CO, IA, ID, IL, IN, KS, MD, MI, MN, MO, MT, ND, NE, NY, OH, PA, SD, WI, WY), CAN (AB, BC, MB, NT, ON, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"CASAS5","","Carex sartwellii var. sartwellii","USA (CO, IA, ID, IL, IN, KS, MD, MI, MN, MO, MT, ND, NE, NY, OH, PA, SD, WI, WY), CAN (AB, BC, MB, NT, ON, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"CASAS6","","Carex sartwellii var. stenorrhyncha","USA (IN)","Monocot","Graminoid","","","","","","",""
"CASA10","","Carex saxatilis","USA (AK, CO, ID, ME, MT, OR, UT, WA, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Brown","Green","Medium","Brown","Erect"
"CASA9","","Carex saximontana","USA (CO, IA, ID, MN, MT, ND, NE, NV, OR, SD, UT, WA, WY), CAN (MB, ON, SK)","Monocot","Graminoid","","","","","","",""
"CASC13","","Carex scabrata","USA (AL, CT, DE, GA, IN, KY, MA, MD, ME, MI, MO, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Coarse","Brown","Erect"
"CASC14","","Carex scabriuscula","USA (CA, OR)","Monocot","Graminoid","","","","","","",""
"CASC8","","Carex schottii","USA (CA)","Monocot","Graminoid","","","","","","",""
"CASC9","","Carex schweinitzii","USA (CT, MA, MI, MO, NC, NJ, NY, PA, RI, TN, VA, VT, WI), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CASC10","","Carex scirpoidea","USA (AK, CA, CO, ID, ME, MI, MN, MT, ND, NH, NV, NY, OR, UT, VT, WA, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CASCC5","","Carex scirpoidea ssp. convoluta","USA (MI), CAN (BC, ON)","Monocot","Graminoid","","","","","","",""
"CASCP3","","Carex scirpoidea ssp. pseudoscirpoidea","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (BC)","Monocot","Graminoid","","","","","","",""
"CASCS8","","Carex scirpoidea ssp. scirpoidea","USA (AK, CO, ID, ME, MI, MN, MT, ND, NH, NV, NY, OR, UT, VT, WA, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CASCS9","","Carex scirpoidea ssp. stenochlaena","USA (AK, ID, MT, OR, WA), CAN (BC, YT)","Monocot","Graminoid","","","","","","",""
"CASC11","","Carex scoparia","USA (AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CASCS","","Carex scoparia var. scoparia","USA (AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CASCT","","Carex scoparia var. tessellata","USA (ME, NY), CAN (NB)","Monocot","Graminoid","","","","","","",""
"CASC12","","Carex scopulorum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, YT)","Monocot","Graminoid","Photo","Yes","Purple","Green","Medium","Brown","Erect"
"CASCB","","Carex scopulorum var. bracteosa","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC, YT)","Monocot","Graminoid","","","","","","",""
"CASCP","","Carex scopulorum var. prionophylla","USA (ID, MT, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"CASCS2","","Carex scopulorum var. scopulorum","USA (CO, NM, WY)","Monocot","Graminoid","","","","","","",""
"CASE14","","Carex secalina","USA (NY)","Monocot","Graminoid","","","","","","",""
"CASE","","Carex senta","USA (AZ, CA, NM)","Monocot","Graminoid","","","","","","",""
"CASE6","","Carex seorsa","USA (AR, CT, DC, DE, FL, GA, IN, KY, MA, MD, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, WV), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CASE33","","Carex serpenticola","USA (CA, OR)","Monocot","Graminoid","","","","","","",""
"CASE2","","Carex serratodens","USA (AZ, CA, OR)","Monocot","Graminoid","","","","","","",""
"CASH","","Carex sheldonii","USA (CA, ID, NV, OR, UT, WA)","Monocot","Graminoid","Photo","","","","","",""
"CASH8","","Carex shinnersii","USA (AR, KS, OK, TX)","Monocot","Graminoid","","","","","","",""
"CASH2","","Carex shortiana","USA (AR, DC, IA, IL, IN, KS, KY, MD, MO, NY, OH, OK, PA, TN, VA, WV), CAN (ON)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CASI12","","Carex siccata","USA (AK, AZ, CO, CT, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NH, NJ, NM, NY, OH, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT)","Monocot","Graminoid","Photo","","","","","",""
"CASI6","","Carex silicea","USA (CT, DC, DE, MA, MD, ME, NH, NJ, NY, RI, VA), CAN (LB, NB, NF, NS, PE, QC)","Monocot","Graminoid","","","","","","",""
"CASI2","","Carex simulata","USA (AZ, CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY), CAN (AB, BC, SK)","Monocot","Graminoid","Photo","Yes","Green","Green","Fine","Brown","Erect"
"CASO","","Carex socialis","USA (AL, AR, GA, IL, IN, KY, LA, MO, MS, NC, OK, SC, TN, TX)","Monocot","Graminoid","","","","","","",""
"CASP3","","Carex sparganioides","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV), CAN (ON, QC)","Monocot","Graminoid","Photo","Yes","Green","Dark Green","Coarse","Brown","Semi-Erect"
"CASP35","","Carex specicola","USA (AZ, UT)","Monocot","Graminoid","","","","","","",""
"CASP4","","Carex specifica","USA (CA, NV)","Monocot","Graminoid","Photo","","","","","",""
"CASP5","","Carex spectabilis","USA (AK, CA, ID, MT, OR, UT, WA, WY), CAN (AB, BC, YT)","Monocot","Graminoid","Photo","","","","","",""
"CASP10","","Carex spicata","USA (CT, DC, DE, IL, IN, MA, MD, ME, MI, NH, NJ, NY, OH, PA, RI, VA, VT, WI), CAN (NS, ON)","Monocot","Graminoid","","","","","","",""
"CASP6","","Carex spissa","USA (AZ, CA)","Monocot","Graminoid","","","","","","",""
"CASP7","","Carex sprengelii","USA (AK, CO, CT, DE, IA, IL, IN, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NY, OH, PA, SD, VT, WI, WY), CAN (AB, BC, MB, NB, ON, QC, SK)","Monocot","Graminoid","","","","","","",""
"CASQ2","","Carex squarrosa","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, TN, VA, WI, WV), CAN (ON)","Monocot","Graminoid","Photo","Yes","Green","Green","Fine","Brown","Erect"
"CAST55","","Carex ×stenolepis","USA (ME), CAN (LB, NB, NF, NS, ON, QC), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CAST4","","Carex stenoptila","USA (CO, MT, WY)","Monocot","Graminoid","","","","","","",""
"CAST16","","Carex sterilis","USA (AL, CT, IA, IL, IN, MA, ME, MI, MN, MO, MT, ND, NJ, NY, OH, PA, RI, TN, VA, WI, WV), CAN (MB, NF, NT, NU, ON, QC, SK)","Monocot","Graminoid","","","","","","",""
"CAST5","","Carex stipata","USA (AK, AL, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Green","Green","Coarse","Brown","Erect"
"CASTM","","Carex stipata var. maxima","USA (AL, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, PA, SC, VA, WV)","Monocot","Graminoid","","","","","","",""
"CASTS3","","Carex stipata var. stipata","USA (AK, AL, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CAST6","","Carex straminea","USA (CT, DE, IL, IN, KY, MA, MD, MI, MO, NC, NJ, NY, OH, PA, RI, VA, WI, WV)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CAST7","","Carex straminiformis","USA (CA, ID, MT, NV, OR, UT, WA)","Monocot","Graminoid","Photo","","","","","",""
"CAST41","","Carex striata","USA (AL, DE, FL, GA, MA, MD, MS, NC, NH, NJ, NY, PA, RI, SC, VA)","Monocot","Graminoid","","","","","","",""
"CASTB","","Carex striata var. brevis","USA (DE, MA, MD, NC, NH, NJ, NY, PA, RI, SC, VA)","Monocot","Graminoid","","","","","","",""
"CASTS4","","Carex striata var. striata","USA (AL, FL, GA, MD, MS, SC)","Monocot","Graminoid","","","","","","",""
"CAST17","","Carex striatula","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MD, MI, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Monocot","Graminoid","","","","","","",""
"CAST8","","Carex stricta","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, NS, ON, PE, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Fine","Yellow","Erect"
"CAST9","","Carex styloflexa","USA (AL, CT, DC, DE, FL, GA, IL, IN, KY, LA, MD, MS, NC, NJ, NY, OH, PA, SC, TN, TX, VA, WV)","Monocot","Graminoid","","","","","","",""
"CAST10","","Carex stylosa","USA (AK, WA), CAN (BC, LB, NF, QC, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
"CASU4","","Carex subbracteata","USA (CA)","Monocot","Graminoid","","","","","","",""
"CASU5","","Carex suberecta","USA (AR, IA, IL, IN, MI, MN, MO, OH, PA, VA, WI), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CASU6","","Carex subfusca","USA (AZ, CA, CO, HI, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Graminoid","Photo","","","","","",""
"CASU14","","Carex ×subimpressa","USA (IL, IN, KS, MI, MO, OH), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CASU7","","Carex subnigricans","USA (CA, ID, NV, OR, UT, WY)","Monocot","Graminoid","Photo","","","","","",""
"CASU8","","Carex subspathacea","USA (AK), CAN (LB, MB, NF, NT, NU, ON, QC, YT), DEN (GL)","Monocot","Graminoid","","Yes","Yellow","Yellow-Green","Fine","Brown","Erect"
"CASU15","","Carex ×subviridula","USA (MI), CAN (BC, NB, NF, NS, ON, QC)","Monocot","Graminoid","","","","","","",""
"CASU16","","Carex ×sullivantii","USA (DE, MA, NY, OH, VA), CAN (ON)","Monocot","Graminoid","","","","","","",""
"CASU67","","Carex superata","USA (AL, FL, GA, KY, MS, NC, SC, TN, VA)","Monocot","Graminoid","","","","","","",""
"CASU9","","Carex supina","USA (AK, MN), CAN (AB, BC, LB, MB, NT, NU, ON, QC, SK, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
"CASUS3","","Carex supina var. spaniocarpa","USA (AK, MN), CAN (AB, BC, LB, MB, NT, NU, ON, QC, SK, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
"CASW","","Carex swanii","USA (AR, CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (BC, NB, NS, ON, QC)","Monocot","Graminoid","","","","","","",""
"CASY","","Carex sychnocephala","USA (AK, CO, IA, MI, MN, MO, MT, ND, NY, SD, WA, WI), CAN (AB, BC, MB, NT, ON, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"CASY3","","Carex sylvatica","USA (NY, WA), CAN (BC, ON)","Monocot","Graminoid","","","","","","",""
"CATA","","Carex tahoensis","USA (AK, AZ, CA, CO, ID, MT, NM, UT, WA, WY), CAN (AB, BC, YT)","Monocot","Graminoid","","","","","","",""
"CATE12","","Carex tenax","USA (AL, FL, GA, LA, MS, NC, SC, TX)","Monocot","Graminoid","","","","","","",""
"CATE3","","Carex tenera","USA (AL, CO, CT, DC, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, ON, QC, SK)","Monocot","Graminoid","Photo","Yes","Green","Green","Fine","Brown","Erect"
"CATE4","","Carex teneriformis","USA (CA, ID, NV, OR)","Monocot","Graminoid","","","","","","",""
"CATE5","","Carex tenuiflora","USA (AK, CO, MA, ME, MI, MN, MT, NY, OH, VT, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT)","Monocot","Graminoid","","","","","","",""
"CATE6","","Carex tetanica","USA (CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, WI, WV), CAN (MB, ON, SK)","Monocot","Graminoid","","","","","","",""
"CATE29","","Carex tetrastachya","USA (LA, OK, TX)","Monocot","Graminoid","","","","","","",""
"CATE7","","Carex texensis","USA (AL, AR, CA, DC, DE, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Monocot","Graminoid","","","","","","",""
"CATH5","","Carex thornei","USA (AL, FL, GA)","Monocot","Graminoid","","","","","","",""
"CATH6","","Carex thunbergii","USA (HI)","Monocot","Graminoid","","","","","","",""
"CATH","","Carex thurberi","USA (AZ)","Monocot","Graminoid","","","","","","",""
"CATI6","","Carex timida","USA (AL, AR, IN, KY, MO, OH, OK, TN)","Monocot","Graminoid","","","","","","",""
"CATI2","","Carex tincta","USA (CT, MA, ME, MI, NH, NY, VT, WI), CAN (NB, NS, ON, PE, QC)","Monocot","Graminoid","","","","","","",""
"CATI5","","Carex tiogana","USA (CA)","Monocot","Graminoid","","","","","","",""
"CATO9","","Carex tompkinsii","USA (CA)","Monocot","Graminoid","","","","","","",""
"CATO10","","Carex tonsa","USA (CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NH, NJ, NY, OH, PA, RI, SC, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK)","Monocot","Graminoid","","","","","","",""
"CATOR","","Carex tonsa var. rugosperma","USA (CT, DE, IN, KY, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, SC, VA, VT, WI, WV), CAN (MB, NS, ON, QC, SK)","Monocot","Graminoid","","","","","","",""
"CATOT","","Carex tonsa var. tonsa","USA (CT, DC, DE, GA, IA, IL, IN, MA, MD, ME, MI, MN, MO, NH, NJ, NY, PA, RI, SC, VA, VT, WI, WV), CAN (AB, BC, LB, NB, NF, NS, ON, PE, QC, SK)","Monocot","Graminoid","","","","","","",""
"CATO3","","Carex torreyi","USA (CO, MN, MT, ND, SD, WI, WY), CAN (AB, BC, MB, SK)","Monocot","Graminoid","","","","","","",""
"CATO4","","Carex torta","USA (AL, AR, CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV), CAN (NB, NS, ON, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CATR6","","Carex triangularis","USA (AL, AR, GA, IN, KS, KY, LA, MO, MS, OK, SC, TN, TX)","Monocot","Graminoid","Photo","","","","","",""
"CATR7","","Carex tribuloides","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (BC, MB, NB, NS, ON, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Coarse","Brown","Erect"
"CATRS2","","Carex tribuloides var. sangamonensis","USA (AL, AR, DE, FL, GA, IL, KS, KY, LA, MD, MO, MS, NC, NJ, SC, TN, TX, VA, WV)","Monocot","Graminoid","","","","","","",""
"CATRT2","","Carex tribuloides var. tribuloides","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (BC, MB, NB, NS, ON, QC)","Monocot","Graminoid","","","","","","",""
"CATR11","","Carex ×trichina","USA (ME, MI), CAN (LB, NF, QC)","Monocot","Graminoid","","","","","","",""
"CATR8","","Carex trichocarpa","USA (CT, DE, IA, IL, IN, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, PA, VA, VT, WI, WV), CAN (ON, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Coarse","Brown","Erect"
"CATR9","","Carex triquetra","USA (CA)","Monocot","Graminoid","","","","","","",""
"CATR10","","Carex trisperma","USA (CT, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK), DEN (GL), FRA (SPM)","Monocot","Graminoid","Photo","Yes","Green","Green","Fine","Brown","Semi-Erect"
"CATRT3","","Carex trisperma var. trisperma","USA (CT, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","","","",""
"CATU2","","Carex tuckermanii","USA (CT, IA, IL, IN, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, VT, WI, WV), CAN (NB, NS, ON, QC)","Monocot","Graminoid","Photo","","","","","",""
"CATU3","","Carex tumulicola","USA (CA, ID, OR, WA), CAN (BC)","Monocot","Graminoid","Photo","","","","","",""
"CATU17","","Carex turbinata","USA (CA)","Monocot","Graminoid","","","","","","",""
"CATU4","","Carex turgescens","USA (AL, FL, GA, LA, MS, NC, SC)","Monocot","Graminoid","","","","","","",""
"CATY","","Carex typhina","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV), CAN (ON, QC)","Monocot","Graminoid","Photo","Yes","Green","Green","Medium","Brown","Erect"
"CAUL","","Carex ultra","USA (AZ, NM)","Monocot","Graminoid","","","","","","",""
"CAUM4","","Carex umbellata","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), DEN (GL)","Monocot","Graminoid","","","","","","",""
"CAUN3","","Carex unilateralis","USA (CA, ID, OR, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"CAUR","","Carex ursina","USA (AK), CAN (LB, MB, NT, NU, QC, YT), DEN (GL)","Monocot","Graminoid","","","","","","",""
