plant_id,name,pattern,color_flower,color_foliage,texture_foliage,color_fruit,shape,url
ASHO5,Astragalus holmgreniorum,Dicot,,,,,,NULL
ASHO8,Asplenium hobdyi,Fern,,,,,,NULL
ASHU,Astragalus humillimus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ashu_001_shp.jpg
ASHU2,Astragalus humistratus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ashu2_001_shp.jpg
ASHU3,Asclepias humistrata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ashu3_001_pvp.jpg
ASHUC,Astragalus humistratus var. crispulus,Dicot,,,,,,NULL
ASHUH,Astragalus humistratus var. hosackiae,Dicot,,,,,,NULL
ASHUH2,Astragalus humistratus var. humivagans,Dicot,,,,,,NULL
ASHUH3,Astragalus humistratus var. humistratus,Dicot,,,,,,NULL
ASHUS,Astragalus humistratus var. sonorae,Dicot,,,,,,NULL
ASHUT,Astragalus humistratus var. tenerrimus,Dicot,,,,,,NULL
ASHY2,Astragalus hyalinus,Dicot,,,,,,NULL
ASHY3,Astragalus hypoxylus,Dicot,,,,,,NULL
ASHY4,Aspicarpa hyssopifolia,Dicot,,,,,,NULL
ASHY5,Asclepias hypoleuca,Dicot,,,,,,NULL
ASIMI,Asimina,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asimi_001_shp.jpg
ASIN,Asclepias incarnata,Dicot,Red,Green,Coarse,Brown,Erect,NULL
ASIN10,Asplenium í„inexpectatum,Fern,,,,,,NULL
ASIN11,Asplenium insiticium,Fern,,,,,,NULL
ASIN12,Asimina incana,Dicot,,,,,,NULL
ASIN14,Asclepias involucrata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asin14_001_shp.jpg
ASIN19,Astrolepis integerrima,Fern,,,,,,http://plants.usda.gov/gallery/standard/asin19_001_shp.jpg
ASIN5,Astragalus inflexus,Dicot,,,,,,NULL
ASIN6,Astragalus insularis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asin6_001_shp.jpg
ASIN7,Astragalus inversus,Dicot,,,,,,NULL
ASIN8,Astragalus inyoensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asin8_001_shp.jpg
ASIN9,Astranthium integrifolium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asin9_001_shp.jpg
ASINC,Astranthium integrifolium ssp. ciliatum,Dicot,,,,,,NULL
ASINH,Astragalus insularis var. harwoodii,Dicot,,,,,,NULL
ASINI,Asclepias incarnata ssp. incarnata,Dicot,,,,,,NULL
ASINI2,Astranthium integrifolium ssp. integrifolium,Dicot,,,,,,NULL
ASINP2,Asclepias incarnata ssp. pulchra,Dicot,,,,,,NULL
ASIO,Astragalus iodanthus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asio_001_shp.jpg
ASIO2,Astragalus iodopetalus,Dicot,,,,,,NULL
ASIOD,Astragalus iodanthus var. diaphanoides,Dicot,,,,,,NULL
ASIOI,Astragalus iodanthus var. iodanthus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asioi_001_shp.jpg
ASIS,Astragalus iselyi,Dicot,,,,,,NULL
ASJA,Astragalus jaegerianus,Dicot,,,,,,NULL
ASJA2,Astilbe japonica,Dicot,,,,,,NULL
ASJE2,Astragalus jejunus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asje2_001_shp.jpg
ASJEA,Astragalus jejunus var. articulatus,Dicot,,,,,,NULL
ASJEJ,Astragalus jejunus var. jejunus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asjej_001_shp.jpg
ASJO,Astragalus johannis-howellii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asjo_001_shp.jpg
ASKA,Asplenium kaulfussii,Fern,,,,,,NULL
ASKE,Astragalus kentrophyta,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aske_001_shp.jpg
ASKE2,Asplenium í„kentuckiense,Fern,,,,,,NULL
ASKE5,Astragalus kerrii,Dicot,,,,,,NULL
ASKEC,Astragalus kentrophyta var. coloradoensis,Dicot,,,,,,NULL
ASKED,Astragalus kentrophyta var. danaus,Dicot,,,,,,NULL
ASKED2,Astragalus kentrophyta var. douglasii,Dicot,,,,,,NULL
ASKEE,Astragalus kentrophyta var. elatus,Dicot,,,,,,NULL
ASKEJ,Astragalus kentrophyta var. jessiae,Dicot,,,,,,NULL
ASKEK,Astragalus kentrophyta var. kentrophyta,Dicot,,,,,,NULL
ASKEN,Astragalus kentrophyta var. neomexicanus,Dicot,,,,,,NULL
ASKET,Astragalus kentrophyta var. tegetarius,Dicot,,,,,,NULL
ASKEU,Astragalus kentrophyta var. ungulatus,Dicot,,,,,,NULL
ASKN,Astragalus knightii,Dicot,,,,,,NULL
ASKO3,Asplenium í„kokeense,Fern,,,,,,NULL
ASLA,Asclepias labriformis,Dicot,,,,,,NULL
ASLA2,Asclepias lanceolata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asla2_001_pvp.jpg
ASLA26,Astragalus lackschewitzii,Dicot,,,,,,NULL
ASLA27,Astragalus laxmannii,Dicot,,,,,,NULL
ASLA3,Asclepias lanuginosa,Dicot,,,,,,NULL
ASLA4,Asclepias latifolia,Dicot,,,,,,NULL
ASLA8,Astragalus layneae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asla8_001_shp.jpg
ASLAR,Astragalus laxmannii var. robustior,Dicot,,,,,,NULL
ASLAT3,Astragalus laxmannii var. tananaicus,Dicot,,,,,,NULL
ASLE,Asarum lemmonii,Dicot,,,,,,NULL
ASLE10,Astragalus leptocarpus,Dicot,,,,,,NULL
ASLE11,Astragalus leucolobus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asle11_001_shp.jpg
ASLE13,Asclepias lemmonii,Dicot,,,,,,NULL
ASLE5,Astragalus leibergii,Dicot,,,,,,NULL
ASLE6,Astragalus lemmonii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asle6_001_shp.jpg
ASLE7,Astragalus lentiformis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asle7_001_shp.jpg
ASLE8,Astragalus lentiginosus,Dicot,Yellow,Green,Medium,Black,Erect,http://plants.usda.gov/gallery/standard/asle8_001_shp.jpg
ASLE9,Astragalus leptaleus,Dicot,,,,,,NULL
ASLEA,Astragalus lentiginosus var. albifolius,Dicot,,,,,,NULL
ASLEA2,Astragalus lentiginosus var. ambiguus,Dicot,,,,,,NULL
ASLEA3,Astragalus lentiginosus var. antonius,Dicot,,,,,,NULL
ASLEA5,Astragalus lentiginosus var. australis,Dicot,,,,,,NULL
ASLEB,Astragalus lentiginosus var. borreganus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asleb_001_shp.jpg
ASLEC,Astragalus lentiginosus var. chartaceus,Dicot,,,,,,NULL
ASLEC2,Astragalus lentiginosus var. coachellae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslec2_001_shp.jpg
ASLED,Astragalus lentiginosus var. diphysus,Dicot,,,,,,NULL
ASLEF,Astragalus lentiginosus var. floribundus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslef_001_shp.jpg
ASLEF2,Astragalus lentiginosus var. fremontii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslef2_001_shp.jpg
ASLEH,Astragalus lentiginosus var. higginsii,Dicot,,,,,,NULL
ASLEI,Astragalus lentiginosus var. idriensis,Dicot,,,,,,NULL
ASLEI2,Astragalus lentiginosus var. ineptus,Dicot,,,,,,NULL
ASLEK,Astragalus lentiginosus var. kennedyi,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslek_001_shp.jpg
ASLEK2,Astragalus lentiginosus var. kernensis,Dicot,,,,,,NULL
ASLEL,Astragalus lentiginosus var. latus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslel_001_shp.jpg
ASLEL3,Astragalus lentiginosus var. lentiginosus,Dicot,,,,,,NULL
ASLEM2,Astragalus lentiginosus var. maricopae,Dicot,,,,,,NULL
ASLEM3,Astragalus lentiginosus var. micans,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslem3_001_shp.jpg
ASLEN,Astragalus lentiginosus var. nigricalycis,Dicot,,,,,,NULL
ASLEO,Astragalus lentiginosus var. oropedii,Dicot,,,,,,NULL
ASLEP,Astragalus lentiginosus var. palans,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslep_001_shp.jpg
ASLEP3,Astragalus lentiginosus var. piscinensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslep3_001_shp.jpg
ASLEP5,Astragalus lentiginosus var. pohlii,Dicot,,,,,,NULL
ASLES,Astragalus lentiginosus var. salinus,Dicot,,,,,,NULL
ASLES2,Astragalus lentiginosus var. scorpionis,Dicot,,,,,,NULL
ASLES3,Astragalus lentiginosus var. semotus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asles3_001_shp.jpg
ASLES4,Astragalus lentiginosus var. sesquimetralis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asles4_001_shp.jpg
ASLES5,Astragalus lentiginosus var. sierrae,Dicot,,,,,,NULL
ASLES6,Astragalus lentiginosus var. stramineus,Dicot,,,,,,NULL
ASLET4,Astragalus lentiginosus var. trumbullensis,Dicot,,,,,,NULL
ASLEV,Astragalus lentiginosus var. variabilis,Dicot,,,,,,NULL
ASLEV2,Astragalus lentiginosus var. vitreus,Dicot,,,,,,NULL
ASLEW,Astragalus lentiginosus var. wilsonii,Dicot,,,,,,NULL
ASLEY,Astragalus lentiginosus var. yuccanus,Dicot,,,,,,NULL
ASLI,Asclepias linearis,Dicot,,,,,,NULL
ASLI3,Astragalus limnocharis,Dicot,,,,,,NULL
ASLI4,Astragalus lindheimeri,Dicot,,,,,,NULL
ASLI5,Astragalus linifolius,Dicot,,,,,,NULL
ASLI6,Asclepias linaria,Dicot,,,,,,NULL
ASLIL2,Astragalus limnocharis var. limnocharis,Dicot,,,,,,NULL
ASLIM,Astragalus limnocharis var. montii,Dicot,,,,,,NULL
ASLO,Asclepias longifolia,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aslo_001_pvp.jpg
ASLO2,Astragalus loanus,Dicot,,,,,,NULL
ASLO3,Astragalus lonchocarpus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aslo3_001_pvp.jpg
ASLO4,Astragalus lotiflorus,Dicot,,,,,,NULL
ASLO5,Asplenium lobulatum,Fern,,,,,,NULL
ASLO7,Aspicarpa longipes,Dicot,,,,,,NULL
ASLU2,Astragalus lutosus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aslu2_001_shp.jpg
ASLY,Astragalus lyallii,Dicot,,,,,,NULL
ASMA,Asclepias macrotis,Dicot,,,,,,NULL
ASMA3,Astragalus macrodon,Dicot,,,,,,NULL
ASMA4,Astragalus magdalenae,Dicot,,,,,,NULL
ASMA5,Astragalus malacoides,Dicot,,,,,,NULL
ASMA6,Astragalus malacus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asma6_001_shp.jpg
ASMA7,Asplenium macraei,Fern,,,,,,NULL
ASMA8,Asarum marmoratum,Dicot,,,,,,NULL
ASMAP,Astragalus magdalenae var. peirsonii,Dicot,,,,,,NULL
ASME,Asclepias meadii,Dicot,,,,,,NULL
ASME2,Astragalus megacarpus,Dicot,,,,,,NULL
ASME4,Astelia menziesiana,Monocot,,,,,,NULL
ASMI10,Astragalus missouriensis,Dicot,,,,,,NULL
ASMI12,Asclepias michauxii,Dicot,,,,,,NULL
ASMI2,Astragalus michauxii,Dicot,,,,,,NULL
ASMI3,Astragalus microcymbus,Dicot,,,,,,NULL
ASMI4,Astragalus microcystis,Dicot,,,,,,NULL
ASMI5,Astragalus micromerius,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asmi5_001_shp.jpg
ASMI6,Astragalus miguelensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asmi6_001_shp.jpg
ASMI7,Astragalus minthorniae,Dicot,,,,,,NULL
ASMI8,Astragalus misellus,Dicot,,,,,,NULL
ASMI9,Astragalus miser,Dicot,,,,,,NULL
ASMIA,Astragalus missouriensis var. amphibolus,Dicot,,,,,,NULL
ASMIC,Astragalus miser var. crispatus,Dicot,,,,,,NULL
ASMID,Astragalus miser var. decumbens,Dicot,,,,,,NULL
ASMIH,Astragalus miser var. hylophilus,Dicot,,,,,,NULL
ASMIH2,Astragalus missouriensis var. humistratus,Dicot,,,,,,NULL
ASMIM,Astragalus missouriensis var. mimetes,Dicot,,,,,,NULL
ASMIM2,Astragalus minthorniae var. minthorniae,Dicot,,,,,,NULL
ASMIM3,Astragalus misellus var. misellus,Dicot,,,,,,NULL
ASMIM4,Astragalus miser var. miser,Dicot,,,,,,NULL
ASMIM5,Astragalus missouriensis var. missouriensis,Dicot,,,,,,NULL
ASMIO,Astragalus miser var. oblongifolius,Dicot,,,,,,NULL
ASMIP,Astragalus misellus var. pauper,Dicot,,,,,,NULL
ASMIP2,Astragalus miser var. praeteritus,Dicot,,,,,,NULL
ASMIS,Astragalus miser var. serotinus,Dicot,,,,,,NULL
ASMIT,Astragalus miser var. tenuifolius,Dicot,,,,,,NULL
ASMIV,Astragalus minthorniae var. villosus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asmiv_001_shp.jpg
ASMO,Asplenium monanthes,Fern,,,,,,NULL
ASMO10,Astragalus monumentalis,Dicot,,,,,,NULL
ASMO16,Asplenium í„morganii,Fern,,,,,,NULL
ASMO2,Asplenium montanum,Fern,,,,,,NULL
ASMO4,Astragalus moencoppensis,Dicot,,,,,,NULL
ASMO5,Astragalus mohavensis,Dicot,,,,,,NULL
ASMO6,Astragalus mokiacensis,Dicot,,,,,,NULL
ASMO7,Astragalus mollissimus,Dicot,,,,,,NULL
ASMO8,Astragalus molybdenus,Dicot,,,,,,NULL
ASMO9,Astragalus monoensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asmo9_001_shp.jpg
ASMOB,Astragalus mollissimus var. bigelovii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asmob_001_shp.jpg
ASMOC,Astragalus mollissimus var. coryi,Dicot,,,,,,NULL
ASMOC2,Astragalus monumentalis var. cottamii,Dicot,,,,,,NULL
ASMOE,Astragalus mollissimus var. earlei,Dicot,,,,,,NULL
ASMOH,Astragalus mohavensis var. hemigyrus,Dicot,,,,,,NULL
ASMOM,Astragalus mollissimus var. marcidus,Dicot,,,,,,NULL
ASMOM2,Astragalus mollissimus var. matthewsii,Dicot,,,,,,NULL
ASMOM3,Astragalus mollissimus var. mogollonicus,Dicot,,,,,,NULL
ASMOM4,Astragalus mohavensis var. mohavensis,Dicot,,,,,,NULL
ASMOM5,Astragalus mollissimus var. mollissimus,Dicot,Purple,Green,Fine,Black,Decumbent,NULL
ASMOM6,Astragalus monumentalis var. monumentalis,Dicot,,,,,,NULL
ASMOT,Astragalus mollissimus var. thompsoniae,Dicot,,,,,,NULL
ASMU,Astragalus mulfordiae,Dicot,,,,,,NULL
ASMU3,Astragalus musiniensis,Dicot,,,,,,NULL
ASMU7,Astomum muehlenbergianum,Moss,,,,,,NULL
ASNA,Astragalus naturitensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asna_001_shp.jpg
ASNA3,Asimina í„nashii,Dicot,,,,,,NULL
ASNE10,Asplenium neobrackenridgei,Fern,,,,,,NULL
ASNE2,Astragalus neglectus,Dicot,,,,,,NULL
ASNE3,Astragalus nelsonianus,Dicot,,,,,,NULL
ASNE4,Astragalus neomexicanus,Dicot,,,,,,NULL
ASNE5,Astragalus nevinii,Dicot,,,,,,NULL
ASNE6,Astragalus newberryi,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asne6_001_pvp.jpg
ASNEA,Astragalus newberryi var. aquarii,Dicot,,,,,,NULL
ASNEB,Astragalus newberryi var. blyae,Dicot,,,,,,NULL
ASNEC,Astragalus newberryi var. castoreus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnec_001_shp.jpg
ASNEE,Astragalus newberryi var. escalantinus,Dicot,,,,,,NULL
ASNEN,Astragalus newberryi var. newberryi,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnen_001_shp.jpg
ASNI,Asplenium nidus,Fern,,,,,,http://plants.usda.gov/gallery/standard/asni_001_shp.jpg
ASNI2,Astragalus nidularius,Dicot,,,,,,NULL
ASNO3,Astragalus nothoxys,Dicot,,,,,,NULL
ASNO4,Asplenium normale,Fern,,,,,,NULL
ASNU,Asclepias nummularia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnu_001_shp.jpg
ASNU2,Astragalus nudisiliquus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnu2_001_shp.jpg
ASNU3,Astragalus nutans,Dicot,,,,,,NULL
ASNU4,Astragalus nuttallianus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnu4_001_shp.jpg
ASNU5,Astragalus nuttallii,Dicot,,,,,,NULL
ASNU6,Astragalus nutzotinensis,Dicot,,,,,,NULL
ASNU7,Astragalus nutriosensis,Dicot,,,,,,NULL
ASNUA,Astragalus nuttallianus var. austrinus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnua_001_shp.jpg
ASNUC,Astragalus nuttallianus var. cedrosensis,Dicot,,,,,,NULL
ASNUI,Astragalus nuttallianus var. imperfectus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asnui_001_shp.jpg
ASNUM,Astragalus nuttallianus var. macilentus,Dicot,,,,,,NULL
ASNUM2,Astragalus nuttallianus var. micranthiformis,Dicot,,,,,,NULL
ASNUN,Astragalus nuttallianus var. nuttallianus,Dicot,,,,,,NULL
ASNUN2,Astragalus nuttallii var. nuttallii,Dicot,,,,,,NULL
ASNUT,Astragalus nuttallianus var. trichocarpus,Dicot,,,,,,NULL
ASNUV,Astragalus nuttallii var. virgatus,Dicot,,,,,,NULL
ASNUZ,Astragalus nuttallianus var. zapatanus,Dicot,,,,,,NULL
ASNY,Asclepias nyctaginifolia,Dicot,,,,,,NULL
ASNY2,Astragalus nyensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asny2_001_shp.jpg
ASOB,Asclepias obovata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asob_001_pvp.jpg
ASOB3,Astragalus obcordatus,Dicot,,,,,,NULL
ASOB4,Astragalus obscurus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asob4_001_shp.jpg
ASOB6,Asimina obovata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asob6_001_shp.jpg
ASOE,Asclepias oenotheroides,Dicot,,,,,,NULL
ASOF,Asparagus officinalis,Monocot,,,,,,NULL
ASON2,Astragalus oniciformis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ason2_001_shp.jpg
ASOO,Astragalus oocalycis,Dicot,,,,,,NULL
ASOO2,Astragalus oocarpus,Dicot,,,,,,NULL
ASOO3,Astragalus oophorus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asoo3_001_shp.jpg
ASOOC,Astragalus oophorus var. caulescens,Dicot,,,,,,NULL
ASOOC2,Astragalus oophorus var. clokeyanus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asooc2_001_shp.jpg
ASOOL,Astragalus oophorus var. lonchocalyx,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asool_001_shp.jpg
ASOOL3,Astragalus oophorus var. lavinii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asool3_001_shp.jpg
ASOOO2,Astragalus oophorus var. oophorus,Dicot,,,,,,NULL
ASOR2,Astragalus oreganus,Dicot,,,,,,NULL
ASOR6,Asperula orientalis,Dicot,,,,,,NULL
ASOS,Astragalus osterhoutii,Dicot,,,,,,NULL
ASOV,Asclepias ovalifolia,Dicot,,,,,,NULL
ASOX,Astragalus oxyphysus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asox_001_shp.jpg
ASPA,Asplenium palmeri,Fern,,,,,,NULL
ASPA10,Astragalus palmeri,Dicot,,,,,,NULL
ASPA11,Astragalus panamintensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspa11_001_shp.jpg
ASPA12,Astragalus pardalinus,Dicot,,,,,,NULL
ASPA13,Astragalus parryi,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspa13_001_shp.jpg
ASPA14,Astragalus pattersonii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aspa14_001_pvp.jpg
ASPA15,Astragalus pauperculus,Dicot,,,,,,NULL
ASPA16,Astragalus paysonii,Dicot,,,,,,NULL
ASPA17,Asplenium patens,Fern,,,,,,NULL
ASPA18,Asimina parviflora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspa18_001_shp.jpg
ASPA9,Astragalus pachypus,Dicot,,,,,,NULL
ASPAJ,Astragalus pachypus var. jaegeri,Dicot,,,,,,NULL
ASPAP5,Astragalus pachypus var. pachypus,Dicot,,,,,,NULL
ASPAR,Asparagus,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/aspar_001_pvp.jpg
ASPE,Asclepias perennis,Dicot,,,,,,NULL
ASPE4,Astragalus peckii,Dicot,,,,,,NULL
ASPE5,Astragalus pectinatus,Dicot,,,,,,NULL
ASPE6,Astragalus perianus,Dicot,,,,,,NULL
ASPE8,Asclepias pedicellata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspe8_001_shp.jpg
ASPER,Asperugo,Dicot,,,,,,NULL
ASPER2,Asperula,Dicot,,,,,,NULL
ASPH,Astragalus phoenix,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asph_001_shp.jpg
ASPH2,Asclepias physocarpa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asph2_001_shp.jpg
ASPH7,Astomum phascoides,Moss,,,,,,NULL
ASPHO,Asphodelus,Monocot,,,,,,NULL
ASPI,Asplenium pinnatifidum,Fern,,,,,,NULL
ASPI3,Astragalus pictiformis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspi3_001_shp.jpg
ASPI4,Astragalus pinonis,Dicot,,,,,,NULL
ASPI6,Astragalus piscator,Dicot,,,,,,NULL
ASPI7,Astragalus piutensis,Dicot,,,,,,NULL
ASPIA,Astragalus pinonis var. atwoodii,Dicot,,,,,,NULL
ASPIC,Aspicarpa,Dicot,,,,,,NULL
ASPIC2,Aspicilia,Lichen,,,,,,NULL
ASPID2,Aspidotis,Fern,,,,,,NULL
ASPIP4,Astragalus pinonis var. pinonis,Dicot,,,,,,NULL
ASPL,Asplenium platyneuron,Fern,,,,,,NULL
ASPL10,Asplenium plenum,Fern,,,,,,NULL
ASPL2,Astragalus plattensis,Dicot,,,,,,NULL
ASPL3,Astragalus platytropis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspl3_001_shp.jpg
ASPL8,Astragalus pleianthus,Dicot,,,,,,NULL
ASPLB,Asplenium platyneuron var. bacculum-rubrum,Fern,,,,,,NULL
ASPLE,Asplenium,Fern,,,,,,http://plants.usda.gov/gallery/standard/asple_001_shp.jpg
ASPLP,Asplenium platyneuron var. platyneuron,Fern,,,,,,NULL
ASPO,Astragalus polaris,Dicot,,,,,,NULL
ASPO2,Astragalus pomonensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspo2_001_shp.jpg
ASPO3,Astragalus porrectus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspo3_001_shp.jpg
ASPO4,Asplenium polyodon,Fern,,,,,,NULL
ASPOK,Asplenium polyodon var. knudsenii,Fern,,,,,,NULL
ASPON,Asplenium polyodon var. nitidulum,Fern,,,,,,NULL
ASPOS,Asplenium polyodon var. sectum,Fern,,,,,,NULL
ASPOS2,Asplenium polyodon var. subcaudatum,Fern,,,,,,NULL
ASPR,Asperugo procumbens,Dicot,,,,,,NULL
ASPR10,Asyneuma prenanthoides,Dicot,,,,,,NULL
ASPR5,Astragalus praelongus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aspr5_001_pvp.jpg
ASPR6,Astragalus preussii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aspr6_001_pvp.jpg
ASPR7,Astragalus proimanthus,Dicot,,,,,,NULL
ASPR8,Astragalus proximus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aspr8_001_pvp.jpg
ASPR9,Asclepias prostrata,Dicot,,,,,,NULL
ASPRC2,Astragalus preussii var. cutleri,Dicot,,,,,,NULL
ASPRE,Astragalus praelongus var. ellisiae,Dicot,,,,,,NULL
ASPRL,Astragalus praelongus var. lonchopus,Dicot,,,,,,NULL
ASPRL2,Astragalus preussii var. laxiflorus,Dicot,,,,,,NULL
ASPRP2,Astragalus praelongus var. praelongus,Dicot,,,,,,NULL
ASPRP3,Astragalus preussii var. preussii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asprp3_001_shp.jpg
ASPS,Astragalus pseudiodanthus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asps_001_shp.jpg
ASPT2,Astragalus pterocarpus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspt2_001_shp.jpg
ASPU,Asclepias pumila,Dicot,,,,,,NULL
ASPU10,Asplenium pumilum,Fern,,,,,,NULL
ASPU2,Asclepias purpurascens,Dicot,,,,,,NULL
ASPU6,Astragalus pubentissimus,Dicot,,,,,,NULL
ASPU7,Astragalus pulsiferae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aspu7_001_shp.jpg
ASPU8,Astragalus puniceus,Dicot,,,,,,NULL
ASPU9,Astragalus purshii,Dicot,White,Gray-Green,Fine,Black,Decumbent,http://plants.usda.gov/gallery/standard/aspu9_001_shp.jpg
ASPUC,Astragalus purshii var. concinnus,Dicot,,,,,,NULL
ASPUC5,Astragalus pulsiferae var. coronensis,Dicot,,,,,,NULL
ASPUG,Astragalus puniceus var. gertrudis,Dicot,,,,,,NULL
ASPUG2,Astragalus purshii var. glareosus,Dicot,,,,,,NULL
ASPUL,Astragalus purshii var. lagopinus,Dicot,,,,,,NULL
ASPUL2,Astragalus purshii var. lectulus,Dicot,,,,,,NULL
ASPUO,Astragalus purshii var. ophiogenes,Dicot,,,,,,NULL
ASPUP,Astragalus purshii var. pumilio,Dicot,,,,,,NULL
ASPUP5,Astragalus pulsiferae var. pulsiferae,Dicot,,,,,,NULL
ASPUP6,Astragalus puniceus var. puniceus,Dicot,,,,,,NULL
ASPUP7,Astragalus purshii var. purshii,Dicot,,,,,,NULL
ASPUS,Astragalus pulsiferae var. suksdorfii,Dicot,,,,,,NULL
ASPUT,Astragalus purshii var. tinctus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asput_001_shp.jpg
ASPY,Astragalus pycnostachyus,Dicot,,,,,,NULL
ASPY2,Asimina pygmea,Dicot,,,,,,NULL
ASPYL,Astragalus pycnostachyus var. lanosissimus,Dicot,,,,,,NULL
ASPYP,Astragalus pycnostachyus var. pycnostachyus,Dicot,,,,,,NULL
ASQU,Asclepias quadrifolia,Dicot,,,,,,NULL
ASQU2,Asclepias quinquedentata,Dicot,,,,,,NULL
ASRA2,Astragalus racemosus,Dicot,,,,,,NULL
ASRA3,Astragalus rafaelensis,Dicot,,,,,,NULL
ASRA4,Astragalus rattanii,Dicot,,,,,,NULL
ASRA5,Astragalus ravenii,Dicot,,,,,,NULL
ASRAJ,Astragalus rattanii var. jepsonianus,Dicot,,,,,,NULL
ASRAL,Astragalus racemosus var. longisetus,Dicot,,,,,,NULL
ASRAR2,Astragalus racemosus var. racemosus,Dicot,,,,,,NULL
ASRAR3,Astragalus rattanii var. rattanii,Dicot,,,,,,NULL
ASRAT,Astragalus racemosus var. treleasei,Dicot,,,,,,NULL
ASRE,Asplenium resiliens,Fern,,,,,,NULL
ASRE2,Astragalus recurvus,Dicot,,,,,,NULL
ASRE3,Astragalus reflexus,Dicot,,,,,,NULL
